"id","mountainproject_id","name","route_type","rating","mp_stars","pitches","location","longitude","latitude","date_added","date_updated"
123,"106736482","Waste Not, Want Not","Trad","5.12",4,"1","['North Carolina', 'Southern Mountains Region', 'Looking Glass Rock', 'North Side']",-82.7909,35.3055,"2020-10-16 12:51:12.645286-04","2020-10-16"
124,"106455427","Tall Climb to Be Good On","Trad","5.9+",3,"1","['North Carolina', 'Northern Mountains Region', 'Linville Gorge', 'Table Rock']",-81.8852,35.8883,"2020-10-16 12:51:12.646776-04","2020-10-16"
125,"106286589","Homer","Boulder","V3-",3,"","['North Carolina', 'Southern Mountains Region', 'Rumbling Bald', 'Rumbling Bald Bouldering', 'West Side Boulders', 'Bart Simpson Boulder']",-82.22,35.4504,"2020-10-16 12:51:12.647485-04","2020-10-16"
126,"106455318","The Honeymoon","Trad","5.8+",4,"1","['North Carolina', 'Northern Mountains Region', 'Linville Gorge', 'Table Rock']",-81.8852,35.8883,"2020-10-16 12:51:12.6481-04","2020-10-16"
127,"108052720","11:11","Boulder","V7",4,"","['North Carolina', 'Southern Mountains Region', 'Rumbling Bald', 'Rumbling Bald Bouldering', 'West Side Boulders', 'Washing Machine Boulder']",-82.1627,35.3488,"2020-10-16 12:51:12.648717-04","2020-10-16"
128,"109929513","Lost Cause","Boulder","V5",4,"","['North Carolina', 'Southern Mountains Region', 'Rumbling Bald', 'Rumbling Bald Bouldering', 'West Side Boulders', '45 degree boulder']",-82.1627,35.3488,"2020-10-16 12:51:12.64933-04","2020-10-16"
129,"106908133","Caught Up in the Air","Trad","5.11a",4,"2","['North Carolina', 'Southern Mountains Region', 'Cedar Rock', 'Cedar Rock - Main Wall']",-82.8067,35.2553,"2020-10-16 12:51:12.649984-04","2020-10-16"
130,"106652755","Brackish Water","Boulder","V8",4,"","['North Carolina', 'Southern Mountains Region', 'Rumbling Bald', 'Rumbling Bald Bouldering', 'East Side Boulders', 'Brackish Boulder']",-82.2143,35.449,"2020-10-16 12:51:12.650603-04","2020-10-16"
131,"108085122","Dandy Line","Trad","5.8+",4,"1","['North Carolina', 'Southern Mountains Region', 'Cedar Rock', 'Cedar Rock - North']",-82.806,35.2599,"2020-10-16 12:51:12.651214-04","2020-10-16"
132,"107987209","Black Slab Left SDS","Boulder","V7",4,"","['North Carolina', 'Southern Mountains Region', 'Rumbling Bald', 'Rumbling Bald Bouldering', 'West Side Boulders', 'Cave Boulder']",-82.2183,35.4502,"2020-10-16 12:51:12.651882-04","2020-10-16"
133,"106530577","Winged Mongrel","Trad","5.10a",4,"1","['North Carolina', 'Northern Mountains Region', 'Linville Gorge', 'Hawksbill Mtn', 'Main Wall']",-81.8863,35.9134,"2020-10-16 12:51:12.653002-04","2020-10-16"
134,"107361500","Spry Look","Sport","5.12b",5,"","['North Carolina', 'Southern Mountains Region', 'Rumbling Bald', 'Hanging Chain']",-82.2247,35.4555,"2020-10-16 12:51:12.654485-04","2020-10-16"
135,"107346752","Fat Dog","Trad","5.7",3,"2","['North Carolina', 'Southern Mountains Region', 'Looking Glass Rock', 'South Side']",-82.7923,35.3005,"2020-10-16 12:51:12.655704-04","2020-10-16"
136,"106966992","False Paradise","Trad","5.7",4,"4","['North Carolina', 'Northern Mountains Region', 'Linville Gorge', 'Shortoff Mountain']",-81.9026,35.8314,"2020-10-16 12:51:12.656739-04","2020-10-16"
137,"106968764","Cornsnake Crack","Trad, Sport","5.7+",3,"2","['North Carolina', 'Northern Mountains Region', 'Linville Gorge', 'Table Rock']",-81.8852,35.8883,"2020-10-16 12:51:12.657548-04","2020-10-16"
138,"107634261","Old Crow","Trad, Sport","5.11b",4,"1","['North Carolina', 'Southern Mountains Region', ""Cathey's Creek Crag"", 'The Cave']",-82.8034,35.2273,"2020-10-16 12:51:12.658741-04","2020-10-16"
139,"106920914","Pumping In Rhythm","Trad","5.11b/c",4,"1","['North Carolina', 'Southern Mountains Region', 'Rumbling Bald', 'Screamweaver Area']",-82.2181,35.4513,"2020-10-16 12:51:12.660399-04","2020-10-16"
140,"106652770","Morning Star","Boulder","V6-7",4,"","['North Carolina', 'Southern Mountains Region', 'Rumbling Bald', 'Rumbling Bald Bouldering', 'East Side Boulders', 'Morning Star & Warm-Up Boulders']",-82.2143,35.449,"2020-10-16 12:51:12.661286-04","2020-10-16"
141,"106615353","Shadow Figures","Boulder","V1",3,"","['North Carolina', 'Southern Mountains Region', 'Rumbling Bald', 'Rumbling Bald Bouldering', 'West Side Boulders', 'Cave Boulder']",-82.2183,35.4502,"2020-10-16 12:51:12.662208-04","2020-10-16"
142,"106451605","King of Kings","Trad","5.11d",4,"2","['North Carolina', 'Northern Mountains Region', 'Linville Gorge', 'Hawksbill Mtn', 'Lower Hawksbill']",-81.888,35.9135,"2020-10-16 12:51:12.663011-04","2020-10-16"
143,"106968874","The Helicopter","Boulder","V2",4,"","['North Carolina', 'Southern Mountains Region', 'Rumbling Bald', 'Rumbling Bald Bouldering', 'West Side Boulders', 'Washing Machine Boulder']",-82.1627,35.3488,"2020-10-16 12:51:12.664033-04","2020-10-16"
144,"106398045","Central Pillar of Laurel","Trad","5.10",4,"5","['North Carolina', 'Southern Mountains Region', 'Laurel Knob']",-83.0564,35.1503,"2020-10-16 12:51:12.665723-04","2020-10-16"
145,"106757535","Wild Ginger Root","Trad","5.11b",5,"2","['North Carolina', 'Southern Mountains Region', 'Cedar Rock', 'Cedar Rock - Main Wall']",-82.8067,35.2553,"2020-10-16 12:51:12.666511-04","2020-10-16"
146,"106251120","Phantom of the Opera","Trad","5.11c",4,"1","['North Carolina', 'Northern Mountains Region', 'Linville Gorge', 'Hawksbill Mtn', 'Lower Hawksbill']",-81.888,35.9135,"2020-10-16 12:51:12.667332-04","2020-10-16"
147,"106240116","Toads R Us","Trad","5.9+ PG13",4,"2","['North Carolina', 'Southern Mountains Region', 'Cedar Rock', 'Cedar Rock - Main Wall']",-82.8067,35.2553,"2020-10-16 12:51:12.668029-04","2020-10-16"
148,"106379755","Line of Fire","Sport","5.12c",4,"1","['North Carolina', 'Northern Mountains Region', 'Linville Gorge', 'Hawksbill Mtn', 'Middle Hawksbill']",-81.8877,35.9126,"2020-10-16 12:51:12.668654-04","2020-10-16"
149,"112248480","Linville Crusher","Trad","5.10-",5,"19","['North Carolina', 'Northern Mountains Region', 'Linville Gorge', 'Linville Link Ups']",-81.8951,35.9046,"2020-10-16 12:51:12.669472-04","2020-10-16"
150,"106084964","Finishing School Blues","Trad, Sport","5.11c",3,"1","['North Carolina', 'Southern Mountains Region', 'Rumbling Bald', 'Screamweaver Area']",-82.2181,35.4513,"2020-10-16 12:51:12.670109-04","2020-10-16"
151,"106568203","Rip Van Winkle","Trad","5.7",3,"4","['North Carolina', 'Northern Mountains Region', 'Linville Gorge', 'Table Rock']",-81.8852,35.8883,"2020-10-16 12:51:12.67073-04","2020-10-16"
152,"106092471","Fathom Direct","Trad","5.10+ R",4,"8","['North Carolina', 'Southern Mountains Region', 'Laurel Knob']",-83.0564,35.1503,"2020-10-16 12:51:12.671341-04","2020-10-16"
153,"106366288","Wild Hickory Nuts","Trad","5.11b",4,"1","['North Carolina', 'Southern Mountains Region', 'Rumbling Bald', 'Cereal Wall']",-82.2129,35.4496,"2020-10-16 12:51:12.672095-04","2020-10-16"
154,"107681675","Green Wall","Trad, Sport","5.7",3,"","['North Carolina', 'Northern Mountains Region', 'Linville Gorge', 'Hawksbill Mtn', 'Middle Hawksbill']",-81.8877,35.9126,"2020-10-16 12:51:12.672825-04","2020-10-16"
155,"106243963","Helmet Buttress","Trad","5.6",3,"3","['North Carolina', 'Northern Mountains Region', 'Linville Gorge', 'Table Rock']",-81.8852,35.8883,"2020-10-16 12:51:12.673461-04","2020-10-16"
156,"106350293","Boldfingers","Trad","5.12a",4,"1","['North Carolina', 'Southern Mountains Region', 'Rumbling Bald', 'Screamweaver Area']",-82.2181,35.4513,"2020-10-16 12:51:12.674151-04","2020-10-16"
157,"107924485","Terminator Exit (aka Dyslexia)","Boulder","V6",4,"","['North Carolina', 'Southern Mountains Region', 'Rumbling Bald', 'Rumbling Bald Bouldering', 'West Side Boulders', 'The Terraces']",-82.1627,35.3488,"2020-10-16 12:51:12.67484-04","2020-10-16"
158,"107331721","Whitney's Excellent Route","Trad","5.11d",5,"1","['North Carolina', 'Southern Mountains Region', 'Looking Glass Rock', 'North Side']",-82.7909,35.3055,"2020-10-16 12:51:12.67547-04","2020-10-16"
159,"106900930","Whippin' Boy","Trad","5.11d",4,"6","['North Carolina', 'Southern Mountains Region', 'Whiteside Mountain', 'Southeast Face']",-83.1358,35.0831,"2020-10-16 12:51:12.676104-04","2020-10-16"
160,"109131619","Trinacious","Sport","5.7",3,"4","['North Carolina', 'Southern Mountains Region', 'Stone Depot']",-82.8004,35.2591,"2020-10-16 12:51:12.676931-04","2020-10-16"
161,"106400844","Golden Rule","Trad","5.11a/b",4,"1","['North Carolina', 'Northern Mountains Region', 'Linville Gorge', 'Shortoff Mountain']",-81.9026,35.8314,"2020-10-16 12:51:12.677601-04","2020-10-16"
162,"106922722","Traditions","Trad","5.11+",4,"8","['North Carolina', 'Southern Mountains Region', 'Whiteside Mountain', 'Southeast Face']",-83.1358,35.0831,"2020-10-16 12:51:12.67877-04","2020-10-16"
163,"108655242","Starshine","Ice","WI4",4,"2","['North Carolina', 'Southern Mountains Region', 'Cashiers Area (Ice)', 'Whiteside (ice)']",-83.1434,35.0807,"2020-10-16 12:51:12.679616-04","2020-10-16"
164,"106615401","Cave Rave","Boulder","V2",3,"","['North Carolina', 'Southern Mountains Region', 'Rumbling Bald', 'Rumbling Bald Bouldering', 'West Side Boulders', 'Cave Boulder']",-82.2183,35.4502,"2020-10-16 12:51:12.68082-04","2020-10-16"
165,"118226696","Feelin' Good","Sport, TR","5.10a",4,"1","['North Carolina', 'Southern Mountains Region', 'Melrose Mtn. Climbing Park', 'West Cliff - Main']",-82.2807,35.2019,"2020-10-16 12:51:12.681553-04","2020-10-16"
166,"113629711","Lichen Surprise","Sport","5.10a",4,"","['North Carolina', 'Northern Mountains Region', 'Linville Gorge', 'Hawksbill Mtn', 'Middle Hawksbill']",-81.8877,35.9126,"2020-10-16 12:51:12.682225-04","2020-10-16"
167,"107861723","Lewis' Lunge","Boulder","V5",3,"","['North Carolina', 'Southern Mountains Region', 'Rumbling Bald', 'Rumbling Bald Bouldering', 'West Side Boulders', 'The Short Wall Boulder']",-82.1627,35.3488,"2020-10-16 12:51:12.683017-04","2020-10-16"
168,"106062623","Permission Granite","Trad","5.11",4,"5","['North Carolina', 'Southern Mountains Region', 'Laurel Knob']",-83.0564,35.1503,"2020-10-16 12:51:12.684001-04","2020-10-16"
169,"106058103","Humdinger","Trad","5.10b/c PG13",4,"2","['North Carolina', 'Northern Mountains Region', 'Linville Gorge', 'Shortoff Mountain']",-81.9026,35.8314,"2020-10-16 12:51:12.684898-04","2020-10-16"
170,"107636580","Jackpot","Trad","5.11",5,"","['North Carolina', 'Northern Mountains Region', 'Linville Gorge', 'Linville River Crag']",-81.9009,35.8977,"2020-10-16 12:51:12.687651-04","2020-10-16"
171,"106050128","The Dancing Outlaw","Trad, Sport","5.10c",4,"3","['North Carolina', 'Northern Mountains Region', 'Linville Gorge', 'Shortoff Mountain']",-81.9026,35.8314,"2020-10-16 12:51:12.69054-04","2020-10-16"
172,"107987204","Black Slab Left","Boulder","V6",4,"","['North Carolina', 'Southern Mountains Region', 'Rumbling Bald', 'Rumbling Bald Bouldering', 'West Side Boulders', 'Cave Boulder']",-82.2183,35.4502,"2020-10-16 12:51:12.69161-04","2020-10-16"
173,"107790978","Hemlock Arete","Trad","5.10+",4,"","['North Carolina', 'Northern Mountains Region', 'Linville Gorge', 'Hawksbill Mtn', 'Middle Hawksbill']",-81.8877,35.9126,"2020-10-16 12:51:12.6925-04","2020-10-16"
174,"107376404","Sly Hooks (aka Sly Truths)","Trad","5.10d",4,"","['North Carolina', 'Southern Mountains Region', 'Rumbling Bald', 'Hanging Chain']",-82.2247,35.4555,"2020-10-16 12:51:12.69315-04","2020-10-16"
175,"106786483","The Dark Angel","Sport","5.12b",5,"","['North Carolina', 'Northern Mountains Region', 'Linville Gorge', 'Gold Coast Cliffs', 'The Underworld']",-81.9029,35.8812,"2020-10-16 12:51:12.693891-04","2020-10-16"
176,"106458429","The Big Arete","Trad","5.11",4,"3","['North Carolina', 'Northern Mountains Region', 'Linville Gorge', 'Shortoff Mountain']",-81.9026,35.8314,"2020-10-16 12:51:12.694532-04","2020-10-16"
177,"108160995","Cut In The Rug","Trad","5.11a/b",5,"2","['North Carolina', 'Southern Mountains Region', 'Cedar Rock', 'Cedar Rock - North']",-82.806,35.2599,"2020-10-16 12:51:12.69522-04","2020-10-16"
178,"106462299","Carpe Freeum","Trad","5.11-",4,"1","['North Carolina', 'Northern Mountains Region', 'Linville Gorge', 'Hawksbill Mtn', 'Middle Hawksbill']",-81.8877,35.9126,"2020-10-16 12:51:12.695839-04","2020-10-16"
179,"106652781","The Northcarolinian","Boulder","V5",4,"","['North Carolina', 'Southern Mountains Region', 'Rumbling Bald', 'Rumbling Bald Bouldering', 'East Side Boulders', 'The Pit']",-82.2143,35.449,"2020-10-16 12:51:12.696459-04","2020-10-16"
180,"106376195","Doug Reed Solo","TR","5.10a",3,"1","['North Carolina', 'Southern Mountains Region', 'Rumbling Bald', 'Cereal Buttress']",-82.2177,35.4458,"2020-10-16 12:51:12.697301-04","2020-10-16"
181,"106450568","Appalachian Spring","Trad","5.12b/c",4,"1","['North Carolina', 'Northern Mountains Region', 'Linville Gorge', 'Hawksbill Mtn', 'Middle Hawksbill']",-81.8877,35.9126,"2020-10-16 12:51:12.698217-04","2020-10-16"
182,"107894752","The Clumsy Waiter","Boulder","V4",4,"","['North Carolina', 'Southern Mountains Region', 'Rumbling Bald', 'Rumbling Bald Bouldering', 'West Side Boulders', 'Clumsy Waiter, The']",-82.1627,35.3488,"2020-10-16 12:51:12.699201-04","2020-10-16"
183,"107774341","Full Tilt Boogie","Trad","5.11c/d",5,"1","['North Carolina', 'Northern Mountains Region', 'Linville Gorge', 'Shortoff Mountain']",-81.9026,35.8314,"2020-10-16 12:51:12.699904-04","2020-10-16"
184,"109766288","Karma Police","Boulder","V8",4,"","['North Carolina', 'Southern Mountains Region', 'Rumbling Bald', 'Rumbling Bald Bouldering', 'West Side Boulders', 'Hull Area', 'The Loaf']",-82.2197,35.4517,"2020-10-16 12:51:12.700513-04","2020-10-16"
185,"107872207","Hanging Chain","Trad","5.12b",5,"1","['North Carolina', 'Southern Mountains Region', 'Rumbling Bald', 'Hanging Chain']",-82.2247,35.4555,"2020-10-16 12:51:12.701116-04","2020-10-16"
186,"107026294","Weight and Balance Check","Trad","5.10+",3,"2","['North Carolina', 'Southern Mountains Region', 'Rumbling Bald', 'Test Pilots Buttress']",-82.2143,35.449,"2020-10-16 12:51:12.701712-04","2020-10-16"
187,"107181055","X70","Sport","5.12a",5,"","['North Carolina', 'Southern Mountains Region', 'Whiteside Mountain', 'North Face', 'Catwalk']",-83.1374,35.0878,"2020-10-16 12:51:12.70231-04","2020-10-16"
188,"107953736","Leapin' Lizards","Trad","5.12b",4,"1","['North Carolina', 'Southern Mountains Region', 'Rumbling Bald', 'Screamweaver Area']",-82.2181,35.4513,"2020-10-16 12:51:12.702924-04","2020-10-16"
189,"107954575","I wanna be sedated","Trad, Sport","5.11c/d",5,"1","['North Carolina', 'Southern Mountains Region', 'Cedar Rock', 'Cedar Rock - Main Wall']",-82.8067,35.2553,"2020-10-16 12:51:12.703542-04","2020-10-16"
190,"106739524","Flakes of Wrath (aka Arch Rival)","Trad, Sport","5.11-",4,"1","['North Carolina', 'Southern Mountains Region', 'Rumbling Bald', 'Test Pilots Buttress']",-82.2143,35.449,"2020-10-16 12:51:12.704303-04","2020-10-16"
191,"106090732","The Electric Kool-Aid Acid Test","Trad, Sport","5.12c/d",4,"1","['North Carolina', 'Southern Mountains Region', 'Looking Glass Rock', 'Sun Wall']",-82.7953,35.3031,"2020-10-16 12:51:12.705115-04","2020-10-16"
192,"108057105","The Scoop (aka Phone Booth)","Boulder","V5",4,"","['North Carolina', 'Southern Mountains Region', 'Rumbling Bald', 'Rumbling Bald Bouldering', 'West Side Boulders', 'Short Crack Boulder']",-82.219,35.4499,"2020-10-16 12:51:12.705914-04","2020-10-16"
193,"106728102","The Legendary ""F"" Bomb","Trad","5.11- R",5,"4","['North Carolina', 'Southern Mountains Region', 'Laurel Knob']",-83.0564,35.1503,"2020-10-16 12:51:12.706705-04","2020-10-16"
194,"107462892","The Funky Chicken","Trad","5.11-",4,"2","['North Carolina', 'Southern Mountains Region', 'Laurel Knob']",-83.0564,35.1503,"2020-10-16 12:51:12.707464-04","2020-10-16"
195,"106520404","Bombelay","Trad","5.11+",4,"1","['North Carolina', 'Southern Mountains Region', 'Looking Glass Rock', 'North Side']",-82.7909,35.3055,"2020-10-16 12:51:12.708096-04","2020-10-16"
196,"113830075","The Good Life","Boulder","V3",4,"","['North Carolina', 'Southern Mountains Region', 'Rumbling Bald', 'Rumbling Bald Bouldering', 'West Side Boulders', 'Gateway Boulders']",-82.1627,35.3488,"2020-10-16 12:51:12.708702-04","2020-10-16"
197,"106867775","The Legendary Nuclear Bomb","Trad","5.11b R",5,"4","['North Carolina', 'Southern Mountains Region', 'Looking Glass Rock', 'Sun Wall']",-82.7953,35.3031,"2020-10-16 12:51:12.709305-04","2020-10-16"
198,"106520391","Waverly Waster","Trad","5.12a R",4,"1","['North Carolina', 'Southern Mountains Region', 'Looking Glass Rock', 'North Side']",-82.7909,35.3055,"2020-10-16 12:51:12.709902-04","2020-10-16"
199,"108828984","Mettle Detector","Trad","5.12c",5,"1","['North Carolina', 'Southern Mountains Region', 'Looking Glass Rock', 'South Side']",-82.7923,35.3005,"2020-10-16 12:51:12.710492-04","2020-10-16"
200,"107747688","The Vaporizer","Trad","5.12b",5,"1","['North Carolina', 'Southern Mountains Region', 'Whiteside Mountain', 'Southwest Corner']",-83.1432,35.0798,"2020-10-16 12:51:12.711153-04","2020-10-16"
201,"106096892","Le Pump","Trad, Sport","5.11",4,"1","['North Carolina', 'Southern Mountains Region', 'Looking Glass Rock', 'Sun Wall']",-82.7953,35.3031,"2020-10-16 12:51:12.711976-04","2020-10-16"
202,"106165300","Predator","Trad, Sport","5.12b/c",5,"1","['North Carolina', 'Southern Mountains Region', 'Looking Glass Rock', 'Sun Wall']",-82.7953,35.3031,"2020-10-16 12:51:12.712606-04","2020-10-16"
203,"106450560","Manifest Destiny","Sport","5.12b",4,"1","['North Carolina', 'Northern Mountains Region', 'Linville Gorge', 'Hawksbill Mtn', 'Middle Hawksbill']",-81.8877,35.9126,"2020-10-16 12:51:12.713223-04","2020-10-16"
204,"108002560","Pawing the Void","Sport","5.12c",5,"","['North Carolina', 'Southern Mountains Region', 'Cedar Rock', 'Cedar Rock - Main Wall']",-82.8067,35.2553,"2020-10-16 12:51:12.713924-04","2020-10-16"
205,"106690898","Nick Danger","Trad","5.10",4,"3","['North Carolina', 'Southern Mountains Region', 'Looking Glass Rock', 'Sun Wall']",-82.7953,35.3031,"2020-10-16 12:51:12.714593-04","2020-10-16"
206,"113833394","Kris Kline Corner","Boulder","V4",5,"","['North Carolina', 'Southern Mountains Region', 'Rumbling Bald', 'Rumbling Bald Bouldering', 'West Side Boulders', 'Hull Area', 'Kris Kline Boulder']",-82.2096,35.4617,"2020-10-16 12:51:12.715306-04","2020-10-16"
207,"106840269","Eros","Trad","5.10d",4,"2","['North Carolina', 'Northern Mountains Region', 'Linville Gorge', 'Hawksbill Mtn', 'Main Wall']",-81.8863,35.9134,"2020-10-16 12:51:12.715935-04","2020-10-16"
208,"107485201","Out To Lunch","Trad","5.10d",4,"5","['North Carolina', 'Southern Mountains Region', 'Looking Glass Rock', 'Sun Wall']",-82.7953,35.3031,"2020-10-16 12:51:12.716627-04","2020-10-16"
209,"112878932","The Handrail","Trad","5.11a",5,"1","['North Carolina', 'Southern Mountains Region', 'East Slate Rock']",-82.712,35.3938,"2020-10-16 12:51:12.717916-04","2020-10-16"
210,"107716571","Ramp Dinner","Trad","5.11+",5,"","['North Carolina', 'Southern Mountains Region', 'Whiteside Mountain', 'North Face', 'Catwalk']",-83.1374,35.0878,"2020-10-16 12:51:12.719466-04","2020-10-16"
211,"106036944","The Catbird Seat","Trad","5.11+",5,"1","['North Carolina', 'Southern Mountains Region', 'The Dark Side (Closed to climbing, included for historic reference)', 'The Cougar Crag']",-82.2164,35.4603,"2020-10-16 12:51:12.721021-04","2020-10-16"
212,"106650476","The Politician","Boulder","V8",4,"","['North Carolina', 'Southern Mountains Region', 'Rumbling Bald', 'Rumbling Bald Bouldering', 'East Side Boulders', 'Politician Boulder']",-82.2143,35.449,"2020-10-16 12:51:12.721946-04","2020-10-16"
213,"106611060","Edgestacy","Trad, TR","5.10d R",4,"1","['North Carolina', 'Southern Mountains Region', 'Rumbling Bald', 'Lakeview Area']",-82.2143,35.449,"2020-10-16 12:51:12.722968-04","2020-10-16"
214,"109581112","The Glass I ( Pitch 1 )","Trad","5.11-",4,"","['North Carolina', 'Southern Mountains Region', 'Looking Glass Rock', 'North Side']",-82.7909,35.3055,"2020-10-16 12:51:12.723807-04","2020-10-16"
215,"118234663","U.F.F. (Unidentified Flying Fish)","Sport","5.10+",5,"1","['North Carolina', 'Southern Mountains Region', 'Melrose Mtn. Climbing Park', 'East Cliff']",-82.2751,35.2011,"2020-10-16 12:51:12.726892-04","2020-10-16"
216,"117113779","Horus","Sport","5.11+",5,"1","['North Carolina', 'Southern Mountains Region', 'Eagle Rock', 'Lower Tier']",-82.2506,35.4316,"2020-10-16 12:51:12.729041-04","2020-10-16"
217,"108390507","Kahntian Ethics","Trad, Sport","5.12b",5,"1","['North Carolina', 'Southern Mountains Region', 'Looking Glass Rock', 'North Side']",-82.7909,35.3055,"2020-10-16 12:51:12.729901-04","2020-10-16"
218,"106916902","Arm and Hammer","Trad","5.12a",4,"7","['North Carolina', 'Southern Mountains Region', 'Whiteside Mountain', 'Southeast Face']",-83.1358,35.0831,"2020-10-16 12:51:12.730606-04","2020-10-16"
219,"106088498","Dixie Reality","Trad","5.12",5,"1","['North Carolina', 'Southern Mountains Region', 'Rumbling Bald', 'Dixie Reality']",-82.2143,35.449,"2020-10-16 12:51:12.731286-04","2020-10-16"
220,"106715310","Lost In Time","Trad","5.10-",5,"3","['North Carolina', 'Northern Mountains Region', 'Linville Gorge', 'North Carolina Wall']",-81.8917,35.8766,"2020-10-16 12:51:12.732114-04","2020-10-16"
221,"116552052","Leprechaun Promenade","Boulder","V5",4,"","['North Carolina', 'Southern Mountains Region', 'Rumbling Bald', 'Rumbling Bald Bouldering', 'West Side Boulders', 'The Obscure Area', 'Leprechaun Roof']",-82.218,35.4484,"2020-10-16 12:51:12.732825-04","2020-10-16"
222,"106451752","Turkey Beard","Trad","5.12a",4,"2","['North Carolina', 'Northern Mountains Region', 'Linville Gorge', 'Amphitheater']",-81.8929,35.871,"2020-10-16 12:51:12.73345-04","2020-10-16"
223,"106251236","Ice Cream Direct","Trad","5.12c PG13",5,"1","['North Carolina', 'Northern Mountains Region', 'Linville Gorge', 'Hawksbill Mtn', 'Lower Hawksbill']",-81.888,35.9135,"2020-10-16 12:51:12.734067-04","2020-10-16"
224,"108213341","Invasive Species","Trad","5.11a",5,"2","['North Carolina', 'Southern Mountains Region', 'Cedar Rock', 'Cedar Rock - North']",-82.806,35.2599,"2020-10-16 12:51:12.734678-04","2020-10-16"
225,"110973487","Eye Candy","Trad","5.11+",5,"1","['North Carolina', 'Southern Mountains Region', 'East Slate Rock']",-82.712,35.3938,"2020-10-16 12:51:12.735285-04","2020-10-16"
226,"107106581","Hell In A Handbasket","Trad","5.11c/d",5,"1","['North Carolina', 'Northern Mountains Region', 'Linville Gorge', 'Linville River Crag']",-81.9009,35.8977,"2020-10-16 12:51:12.735893-04","2020-10-16"
227,"116995189","Dr Crankenstein","Trad","5.11c/d",5,"2","['North Carolina', 'Southern Mountains Region', 'Eagle Rock', 'Lower Tier']",-82.2506,35.4316,"2020-10-16 12:51:12.7365-04","2020-10-16"
228,"108435208","Redneck Riviera","Boulder","V5+",4,"","['North Carolina', 'Southern Mountains Region', 'Rumbling Bald', 'Rumbling Bald Bouldering', 'West Side Boulders', 'Hull Area', 'The Hull']",-82.2096,35.4617,"2020-10-16 12:51:12.737275-04","2020-10-16"
229,"107439825","Panhandler","Boulder","V5+",5,"","['North Carolina', 'Southern Mountains Region', 'Rumbling Bald', 'Rumbling Bald Bouldering', 'East Side Boulders', 'The Pit']",-82.2143,35.449,"2020-10-16 12:51:12.73819-04","2020-10-16"
230,"106333779","Blood Root","Sport","5.12a PG13",5,"1","['North Carolina', 'Southern Mountains Region', 'Rumbling Bald', 'Left Field']",-82.2143,35.449,"2020-10-16 12:51:12.739353-04","2020-10-16"
231,"111418892","Mike's Slab","Boulder","V4- PG13",4,"","['North Carolina', 'Southern Mountains Region', 'Rumbling Bald', 'Rumbling Bald Bouldering', 'West Side Boulders', 'The Cluster']",-82.2195,35.4501,"2020-10-16 12:51:12.74008-04","2020-10-16"
232,"106866539","Chaos Out of Control","Trad","5.10+",4,"2","['North Carolina', 'Southern Mountains Region', 'Looking Glass Rock', 'South Side']",-82.7923,35.3005,"2020-10-16 12:51:12.740891-04","2020-10-16"
233,"117522196","Deep Cycle","Trad","5.11b/c",5,"1","['North Carolina', 'Southern Mountains Region', 'Looking Glass Rock', 'North Side']",-82.7909,35.3055,"2020-10-16 12:51:12.741592-04","2020-10-16"
234,"108062830","Walk This Way","Trad","5.11b",4,"","['North Carolina', 'Southern Mountains Region', 'Rumbling Bald', 'Hanging Chain']",-82.2247,35.4555,"2020-10-16 12:51:12.742306-04","2020-10-16"
235,"112339729","Glass Eye","Trad","5.13a",5,"5","['North Carolina', 'Southern Mountains Region', 'Looking Glass Rock', 'North Side']",-82.7909,35.3055,"2020-10-16 12:51:12.74298-04","2020-10-16"
236,"112356845","Scott Fischer Memorial","Trad, Aid","5.8 A3",5,"5","['North Carolina', 'Southern Mountains Region', 'Looking Glass Rock', 'North Side']",-82.7909,35.3055,"2020-10-16 12:51:12.743687-04","2020-10-16"
237,"111728962","Brain Dead","Trad, Aid","A4",5,"","['North Carolina', 'Southern Mountains Region', 'Looking Glass Rock', 'North Side']",-82.7909,35.3055,"2020-10-16 12:51:12.744331-04","2020-10-16"
238,"107099709","Pooter the Poacher","Trad","5.10c",4,"1","['North Carolina', 'Southern Mountains Region', 'Looking Glass Rock', 'North Side']",-82.7909,35.3055,"2020-10-16 12:51:12.744981-04","2020-10-16"
239,"106924032","Bart","Boulder","V1",3,"","['North Carolina', 'Southern Mountains Region', 'Rumbling Bald', 'Rumbling Bald Bouldering', 'West Side Boulders', 'Bart Simpson Boulder']",-82.22,35.4504,"2020-10-16 12:51:12.745595-04","2020-10-16"
240,"107064961","Fruit of the Poisonous Tree","Trad, Sport","5.12c",5,"6","['North Carolina', 'Southern Mountains Region', 'Laurel Knob']",-83.0564,35.1503,"2020-10-16 12:51:12.746207-04","2020-10-16"
241,"110131750","Prickly Pear","Boulder","V1",4,"","['North Carolina', 'Southern Mountains Region', 'Rumbling Bald', 'Rumbling Bald Bouldering', 'East Side Boulders', 'The Gym']",-82.2143,35.449,"2020-10-16 12:51:12.747302-04","2020-10-16"
242,"112888892","Linear Progression","Trad","5.12a",5,"2","['North Carolina', 'Southern Mountains Region', 'Looking Glass Rock', 'Nose Area']",-82.7954,35.3047,"2020-10-16 12:51:12.74832-04","2020-10-16"
